addr,location,agency,_X,_Y
"서울특별시 강북구 오현로 180 (번동, 한솔 솔파크아파트)",103동 관리사무소 실외 좌측 벽면,번동한솔아파트,127.0388041,37.62720562
"서울특별시 강북구 도봉로 지하198, 미아역 (미아동)","지하1층 대합실 5, 6번 출입구 좌측벽면",미아역,127.0261028,37.62644324
"서울특별시 강북구 도봉로 지하338, 수유역 (수유동)",8번 출구 앞,수유역,127.0253566,37.63774482
서울특별시 강남구 광평로10길 15 상록수아파트,1층 관리사무소,상록수아파트관리사무소,127.0836054,37.48172094
"서울특별시 마포구 성암로 330, DMC첨단산업센터 (상암동)",1층 중앙로비,DMC첨단산업센터,126.8858946,37.58472648
"서울특별시 동작구 사당로9가길 58, 사당중학교 (사당동)",후관 1층 제1교무실 앞 복도,사당중학교,126.9691819,37.48789447
서울특별시 용산구 백범로 350,3층 헬스장,용산구문화체육센터(용산구시설관리공단),126.967628,37.53724205
서울특별시 용산구 새창로12길 13,1층 민원실,용문동주민센터,126.9575847,37.53895668
서울특별시 성동구 왕십리로 222-1,본관1층 로비,한양대학교병원,127.0447241,37.55992699
"서울특별시 강북구 도봉로 지하338, 수유역 (수유동)",5번 출구 앞,수유역,127.0253566,37.63774482
서울특별시 용산구 서빙고로 279,1층 민원실,서빙고동주민센터,126.9946531,37.52047755
서울특별시 도봉구 도봉로180길 77,2동,도봉극동아파트,127.0493601,37.68271462
서울특별시 용산구 두텁바위로 25,2층 현관 엘리베이터 옆,갈월종합사회복지관,126.9748247,37.54577401
서울특별시 성동구 마장로23길 10  (홍익동),1층 안내데스크,소월아트홀,127.0332143,37.56708112
서울특별시 마포구 월드컵로 212,구청1층 심폐소생술교육장 앞,마포구청,126.9018212,37.56691842
서울특별시 성동구 왕십리로 222-1,국제협력병원(내시경실),한양대학교병원의공과,127.0447241,37.55992699
서울특별시 광진구 워커힐로 177  (광장동),그랜드워커힐호텔 본관 B2 헬스장 내,sk네트웍스(주)워커힐,127.1110229,37.55523724
"서울특별시 성동구 성덕정9가길 13, 성원중학교 (성수동2가)",3층 보건실,성원중학교,127.0521898,37.53934523
서울특별시 도봉구 도봉로180길 77,2동 경비실,도봉극동아파트,127.0493601,37.68271462
"서울특별시 구로구 경인로 662  (신도림동, 디큐브시티)",지하1층 안전관리실 옆,"현대백화점,디큐브시티",126.8882136,37.50812409
"서울특별시 구로구 고척로 52  (오류동, 한신플러스타운)",101동 1층,오류한신플러스타운아파트관리사무소,126.8408093,37.49800918
"서울특별시 광진구 뚝섬로36가길 15, 삼성아파트 (자양동)",102동7~11라인 승강기 앞,자양동삼성아파트,127.071557,37.53195296
서울특별시 성동구 왕십리로 222-1,서관5층(내분비대사내과),한양대학교병원의공과,127.0447241,37.55992699
서울특별시 광진구 워커힐로 177  (광장동),그랜드워커힐 호텔 지하2층 건강관리실,sk네트웍스(주)워커힐,127.1110229,37.55523724
"서울특별시 구로구 경인로 638  (신도림동, 신도림에스케이뷰)",신도림SK뷰 관리사무소 내부,신도림SK뷰관리사무소,126.8862338,37.50706645
"서울특별시 광진구 뚝섬로36가길 15, 삼성아파트 (자양동)",102동3~4라인 승강기 앞,자양동삼성아파트,127.071557,37.53195296
"서울특별시 서초구 서초중앙로 83, 서운빌딩 6층 (서초동)",특수구급차-70로 8767 내부,엠티케어응급환자이송단,127.0142142,37.4891356
서울특별시 구로구 새말로16길 7 구로노인종합복지관 (구로동),1층 체력단련실,구로노인종합복지관,126.8906188,37.50524409
"서울특별시 구로구 고척로 52  (오류동, 한신플러스타운)",104동 1층,오류한신플러스타운아파트관리사무소,126.8408093,37.49800918
"서울특별시 서초구 서초중앙로 188 (서초동, 아크로비스타)",아크로비스타생활지원센터 1동로비,아크로비스타생활지원센터,127.0129349,37.4990579
서울특별시 성동구 왕십리로 222-1,동관1층(류마티스병원),한양대학교병원의공과,127.0447241,37.55992699
"서울특별시 광진구 뚝섬로36가길 15, 삼성아파트 (자양동)",103동5~9라인 승강기 옆,자양동삼성아파트,127.071557,37.53195296
"서울특별시 서초구 서초대로54길 45, 서초구립중앙노인복지관 (서초동)",1층 로비,서초중앙노인복지관,127.0168112,37.49232444
"서울특별시 서초구 서초중앙로 83, 서운빌딩 6층 (서초동)",특수구급차-75보 9137 내부,엠티케어응급환자이송단,127.0142142,37.4891356
서울특별시 서초구 청계산로 지하 179 고객안내센터 내,고객안내센터 내,청계산입구역,127.0546321,37.44836753
서울특별시 서초구 헌릉로 260,소아청소년과외래,서울특별시어린이병원,127.068817,37.45529216
서울특별시 서초구 신반포로33길 15 105동,105동앞,잠원동아아파트,127.0097652,37.50852076
"서울특별시 서초구 서초중앙로 188 (서초동, 아크로비스타)",아크로비스타 생활지원센터 4동로비,아크로비스타생활지원센터,127.0129349,37.4990579
"서울특별시 광진구 뚝섬로36가길 15, 삼성아파트 (자양동)",101동 3호라인 승강기 앞,자양동삼성아파트,127.071557,37.53195296
서울특별시 광진구 워커힐로 177  (광장동),더글라스 건물 1층 로비,sk네트웍스(주)워커힐,127.1110229,37.55523724
서울특별시 서초구 신반포로33길 15 104동,104동앞,잠원동아아파트,127.0097652,37.50852076
서울특별시 서초구 신반포로33길 15 102동,102동앞,잠원동아아파트,127.0097652,37.50852076
"서울특별시 서초구 남부순환로340길 58, 서울특별시인재개발원 (서초동)",배움관 1층 로비,인재개발원,127.0234265,37.48118436
서울특별시 동작구 상도로 369 숭실대학교 (상도동),민자기숙사 현관,숭실대학교,126.955137,37.49653223
서울특별시 서초구 신반포로33길 15 108동앞,108동앞,잠원동아아파트,127.0097652,37.50852076
"서울특별시 광진구 뚝섬로36가길 15, 삼성아파트 (자양동)",104동입구,자양동삼성아파트,127.071557,37.53195296
"서울특별시 서초구 서초중앙로 188 (서초동, 아크로비스타)",아크로비스타 생활지원센터 2동로비,아크로비스타생활지원센터,127.0129349,37.4990579
"서울특별시 서초구 서초중앙로 83, 서운빌딩 6층 (서초동)",특수구급차-71고 6475 내부,엠티케어응급환자이송단,127.0142142,37.4891356
"서울특별시 서초구 사평대로28길 70, 반포4동주민센터 (반포동)",1층 무인발급기 옆,반포4동주민센터,127.0003277,37.49748465
"서울특별시 동작구 상도로55길 47 상도래미안2차아파트 (상도동, 래미안상도2차아파트)",202동,상도래미안2차아파트,126.959151,37.4982308
서울특별시 서초구 나루터로 38,잠원동주민센터,잠원동주민센터,127.0139817,37.51496846
서울특별시 서초구 반포대로 34(서초동),2층 민원실,서초3동주민센터,127.0119899,37.48371466
"서울특별시 서초구 서초중앙로 188 (서초동, 아크로비스타)",아크로비스타 생활지원센터 5동로비,아크로비스타생활지원센터,127.0129349,37.4990579
서울특별시 서초구 신반포로33길 15 106동,106동앞,잠원동아아파트,127.0097652,37.50852076
서울특별시 서초구 신반포로33길 15 103동,103동앞,잠원동아아파트,127.0097652,37.50852076
"서울특별시 서초구 서초중앙로 83, 서운빌딩 6층 (서초동)",특수구급차-70두 7923 내부,엠티케어응급환자이송단,127.0142142,37.4891356
"서울특별시 서초구 사평대로 지하 285, 사평역 (반포동)",대합실 B1층,9호선사평역,127.0154343,37.50415905
"서울특별시 서초구 신반포로23길 78, 반포3동주민센터 (잠원동)",반포3동주민센터,반포3동주민센터,127.0056087,37.51204847
"서울특별시 동작구 상도로55길 47 상도래미안2차아파트 (상도동, 래미안상도2차아파트)",201동,상도래미안2차아파트,126.959151,37.4982308
서울특별시 서초구 방배로27길 13(방배동),방배4동주민센터 민원실,방배4동주민센터,126.9913579,37.48961086
"서울특별시 서초구 청두곶길 36, 방배2동주민센터 (방배동)",1층 민원실,방배2동주민센터,126.9857135,37.47984093
"서울특별시 서초구 서초중앙로 188 (서초동, 아크로비스타)",아크로비스타 생활지원센터 3동로비,아크로비스타생활지원센터,127.0129349,37.4990579
서울특별시 서초구 남부순환로 2610,양재종합사회복지관1층,양재종합사회복지관,127.0361642,37.48452592
"서울특별시 서초구 사임당로 89, 서초1동주민센터 (서초동)",1층 민원실 창문쪽,서초1동주민센터,127.019468,37.49019365
"서울특별시 서초구 강남대로30길 73-7, 서초노인주간보호센터 (양재동)",서초구립양재노인종합복지관1층,서초구립양재노인종합복지관,127.0408139,37.48301627
서울특별시 서초구 신반포로33길 15 101동앞,101동앞,잠원동아아파트,127.0097652,37.50852076
"서울특별시 서초구 신반포로 지하 105, 신반포역 (반포동)",대합실 B1층,9호선신반포역,126.9958984,37.50341389
서울특별시 서초구 사평대로 273,반포1동주민센터,반포1동주민센터,127.0133782,37.50509341
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 26층 (서초동)",A파트,삼성전자서초사옥,127.0269145,37.49663327
서울특별시 서초구 신반포로33길 15 107동,107동앞,잠원동아아파트,127.0097652,37.50852076
"서울특별시 동작구 상도로55길 47 상도래미안2차아파트 (상도동, 래미안상도2차아파트)",206동,상도래미안2차아파트,126.959151,37.4982308
서울특별시 서초구 서운로26길 3,서초4동주민센터1층 민원실,서초4동주민센터,127.0222106,37.50271653
서울특별시 서초구 동광로19길 38,방배본동주민센터,방배본동주민센터,126.9888474,37.49414919
"서울특별시 서초구 신반포로15길 16, 반포2동주민센터 (반포동)",반포2동주민센터1층 민원실,반포2동주민센터,126.9944728,37.50458858
"서울특별시 서초구 남부순환로 2124, 까리따스방배종합사회복지관 (방배동)",3층 복도,까리따스방배종합사회복지관,126.9842185,37.47461193
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 3층 (서초동)",안내데스크(남측),삼성전자서초사옥,127.0269145,37.49663327
"서울특별시 서초구 청계산로15길 77, 내곡열린문화센터 (신원동)",3층 비상문계단옆,내곡열린문화센터,127.0583141,37.44935753
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 28층 (서초동)",A파트,삼성전자서초사옥,127.0269145,37.49663327
"서울특별시 서초구 서초대로70길 51, 서초2동주민센터 (서초동)",1층 민원실 번호표 대기 기계 옆,서초2동주민센터,127.0249474,37.492069
"서울특별시 동작구 상도로55길 47 상도래미안2차아파트 (상도동, 래미안상도2차아파트)",204동,상도래미안2차아파트,126.959151,37.4982308
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 5층 (서초동)",다목적홀 입구측,삼성전자서초사옥,127.0269145,37.49663327
"서울특별시 서초구 태봉로2길 5(우면동, 서초네이처힐5단지)",관리사무소,서초네이처힐5단지,127.0261139,37.46230801
서울특별시 서초구 방배로10길 10-20,방배3동주민센터1층,방배3동주민센터,126.9990356,37.48029476
서울특별시 서초구 신반포로 10,반포본동주민센터,반포본동주민센터,126.9860918,37.50048189
"서울특별시 서초구 신반포로 지하 17, 구반포역 (반포동)",지하1층 대합실,9호선구반포역,126.9873749,37.50144921
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩  19층 (서초동)",A파트,삼성전자서초사옥,127.0269145,37.49663327
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 B5층 (서초동)",셔틀 승강기 앞,삼성전자서초사옥,127.0269145,37.49663327
"서울특별시 서초구 효령로29길 43, 방배1동주민센터 (방배동)",1층 민원실,방배1동주민센터,126.9945152,37.48336357
"서울특별시 동작구 상도로55길 47 상도래미안2차아파트 (상도동, 래미안상도2차아파트)",208동,상도래미안2차아파트,126.959151,37.4982308
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩  27층 (서초동)",A파트,삼성전자서초사옥,127.0269145,37.49663327
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 38층 (서초동)",38층 A파트동측,삼성전자서초사옥,127.0269145,37.49663327
서울특별시 서초구 바우뫼로 41,양재1동주민센터,양재1동주민센터,127.0266666,37.47166728
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 PH2층 (서초동)",전기실 내부,삼성전자서초사옥,127.0269145,37.49663327
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 B7층 (서초동)",셔틀 승강기 앞,삼성전자서초사옥,127.0269145,37.49663327
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 30층 (서초동)",승강기홀입구(동측),삼성전자서초사옥,127.0269145,37.49663327
"서울특별시 동작구 상도로55길 47 상도래미안2차아파트 (상도동, 래미안상도2차아파트)",205동,상도래미안2차아파트,126.959151,37.4982308
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 42층 (서초동)",42층 A파트동측,삼성전자서초사옥,127.0269145,37.49663327
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩  B1층 (서초동)",우리은행 앞,삼성전자서초사옥,127.0269145,37.49663327
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 39층 (서초동)",B파트,삼성전자서초사옥,127.0269145,37.49663327
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 22층 (서초동)",B파트 전기실 내부,삼성전자서초사옥,127.0269145,37.49663327
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 41층 (서초동)",41층 A파트동측,삼성전자서초사옥,127.0269145,37.49663327
"서울특별시 강남구 광평로 185, 태화기독교사회복지관 (수서동)",지하1층 안내데스크,태화기독교사회복지관,127.0933965,37.48483049
"서울특별시 동작구 상도로55길 47 상도래미안2차아파트 (상도동, 래미안상도2차아파트)",209동,상도래미안2차아파트,126.959151,37.4982308
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 6층 (서초동)",안내데스크(서측),삼성전자서초사옥,127.0269145,37.49663327
"서울특별시 양천구 목동서로 339, 양천보건소 (신정동)",1층 안내데스크 옆,양천구보건소,126.8657355,37.51770046
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 B1층 (서초동)",빌딩운영센터,삼성전자서초사옥,127.0269145,37.49663327
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 B8층 (서초동)",전기실 입구 앞,삼성전자서초사옥,127.0269145,37.49663327
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩  42층 (서초동)",42층 B파트서측,삼성전자서초사옥,127.0269145,37.49663327
"서울특별시 광진구 자양로 117, 광진구보건소 (자양동)",광진구보건소 1층 내과,광진구보건소,127.0824102,37.53792366
"서울특별시 강남구 영동대로 511, 트레이드타워 (삼성동)",트레이드타워 1층,코엑스,127.0610231,37.51035653
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 19층 (서초동)",승강기홀입구(동측),삼성전자서초사옥,127.0269145,37.49663327
"서울특별시 동작구 상도로55길 47 상도래미안2차아파트 (상도동, 래미안상도2차아파트)",203동,상도래미안2차아파트,126.959151,37.4982308
"서울특별시 강남구 테헤란로87길 46, 호텔오크우드프리미어 (삼성동)",5층 프론트 데스크,호텔오크우드프리미어,127.0582058,37.51098239
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 26층 (서초동)",B파트,삼성전자서초사옥,127.0269145,37.49663327
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 B2층 (서초동)",셔틀 승강기 앞,삼성전자서초사옥,127.0269145,37.49663327
서울특별시 서초구 신반포로 270 101동,101동앞,반포자이아파트,127.0153739,37.50474108
"서울특별시 강남구 영동대로 513, 코엑스 (삼성동)",전시/컨벤션 3층 D홀,코엑스,127.0591588,37.51182421
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 31층 (서초동)",31층 북측,삼성전자서초사옥,127.0269145,37.49663327
"서울특별시 강남구 도곡로43길 20 (역삼동, 래미안 그레이튼)",202동 1층 계단실,역삼동래미안그레이튼아파트,127.0488505,37.49632699
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 1층 (서초동)",홍보관 데스크 앞,삼성전자서초사옥,127.0269145,37.49663327
"서울특별시 동작구 상도로55길 47 상도래미안2차아파트 (상도동, 래미안상도2차아파트)",207동,상도래미안2차아파트,126.959151,37.4982308
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 5층 (서초동)",코페레이트 사무실,삼성전자서초사옥,127.0269145,37.49663327
서울특별시 광진구 워커힐로 177 파라다이스워커힐 카지노,안내데스크 옆,㈜파라다이스워커힐카지노,127.1110229,37.55523724
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩  39층 (서초동)",A파트,삼성전자서초사옥,127.0269145,37.49663327
"서울특별시 강남구 논현로64길 7, 역삼청소년수련관 (역삼동)",1층 로비 벽면,역삼청소년수련관,127.040912,37.4939754
"서울특별시 강남구 영동대로 513, 코엑스 (삼성동)",전시/컨벤션 3층 컨벤션 지원센터,코엑스,127.0591588,37.51182421
"서울특별시 양천구 안양천로 939, 목동종합운동장 (목동)",아이스링크 1층 관리부 출입문 입구,목동아이스링크,126.8830246,37.53047943
"서울특별시 강남구 도곡로43길 20 (역삼동, 래미안 그레이튼)",201동 1층 계단실,역삼동래미안그레이튼아파트,127.0488505,37.49632699
서울특별시 마포구 월드컵북로62길 11,2층 현관,일본인학교,126.884416,37.58361103
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 B3층 (서초동)",셔틀 승강기 앞,삼성전자서초사옥,127.0269145,37.49663327
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 1층 (서초동)",정문데스크,삼성전자서초사옥,127.0269145,37.49663327
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 B6층 (서초동)",셔틀 승강기 앞,삼성전자서초사옥,127.0269145,37.49663327
서울특별시 강서구 하늘길 76,국제선 2층 입국심사대,한국공항공사 서울지역본부,126.7982953,37.56092511
"서울특별시 강남구 강남대로128길 59, 논현노인종합복지관 (논현동)",2층 복도 벽면,논현노인종합복지관,127.0260873,37.512063
"서울특별시 강남구 영동대로 513, 코엑스 (삼성동)",전시/컨벤션 1층 서문안전사무실,코엑스,127.0591588,37.51182421
서울특별시 용산구 녹사평대로 150 용산구보건소,용산구 보건소 1층,용산구보건소,126.9904791,37.53245212
"서울특별시 강북구 한천로 897, 강북보건소,번2동 주민센터 (번동)",특수구급차 내,강북구보건소,127.03878,37.63213135
"서울특별시 서초구 신반포로 176, 센트럴시티 (반포동)",1층 대합실 정문,센트럴시티,127.002794,37.50421378
"서울특별시 강남구 도곡로43길 20 (역삼동, 래미안 그레이튼)",208동 1층 계단실,역삼동래미안그레이튼아파트,127.0488505,37.49632699
"서울특별시 강남구 논현로64길 7, 역삼청소년수련관 (역삼동)",지하2층 헬스장 앞,역삼청소년수련관,127.040912,37.4939754
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 B8층 (서초동)",시설 사무실 앞,삼성전자서초사옥,127.0269145,37.49663327
"서울특별시 강남구 광평로51길 49 (수서동, 주공아파트)",복지관 2층 큰 사무실,명화종합사회복지관,127.1003764,37.49179299
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 1층 (서초동)",라운지 앞(남측),삼성전자서초사옥,127.0269145,37.49663327
서울특별시 강동구 고덕로 137,암사제3동주민센터,암사제3동주민센터,127.1407876,37.55500255
서울특별시 서초구 반포대로 157 행정법원 1층,행정법원 1층,서울행정법원,127.0031166,37.49266964
서울특별시 송파구 백제고분로42길 5 1층로비,송파구여성문화회관 1층로비,송파구여성문화회관,127.1097315,37.50592877
"서울특별시 강남구 도곡로43길 20 (역삼동, 래미안 그레이튼)",205동 1층 계단실,역삼동래미안그레이튼아파트,127.0488505,37.49632699
서울특별시 강동구 강동대로53길 76,성내제3동주민센터,성내제3동주민센터,127.1328839,37.52604292
서울특별시 강서구 하늘길 76,국제선 3층 38Gate,한국공항공사 서울지역본부,126.7982953,37.56092511
"서울특별시 금천구 시흥대로73길 70, 금천구청종합청사 (시흥동)",금천구보건소 2층,금천구보건소,126.8960375,37.45706647
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 40층 (서초동)",상황실,삼성전자서초사옥,127.0269145,37.49663327
서울특별시 광진구 워커힐로 177  (광장동),그랜드워커힐호텔 본관 1층 로비,sk네트웍스(주)워커힐,127.1110229,37.55523724
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩  B4층 (서초동)",셔틀 승강기 앞,삼성전자서초사옥,127.0269145,37.49663327
서울특별시 광진구 광장로 52 .,민원실 내,광장동주민센터,127.1032448,37.5467837
서울특별시 강동구 올림픽로98가길 57,암사제1동주민센터,암사제1동주민센터,127.1326363,37.55147391
"서울특별시 강남구 도곡로43길 20 (역삼동, 래미안 그레이튼)",203동 1층 계단실,역삼동래미안그레이튼아파트,127.0488505,37.49632699
서울특별시 송파구 백제고분로 242 송파구민회관,관리사무실 입구 왼쪽,송파구민회관,127.0934866,37.50235327
서울특별시 양천구 남부순환로 407 (신월동),신월지역보건센터 1층,신월보건지소,126.8318223,37.53133472
"서울특별시 서초구 남부순환로 2584, 서초구청, 서초구의회 (서초동)",구청 1층,서초구보건소,127.0326833,37.48362436
서울특별시 노원구 화랑로 815,수영장 앞 데스크,삼육대학교,127.1054208,37.6450008
서울특별시 중구 퇴계로90길 74,상황실임대동,래미안하이베르아파트(분양동),127.0238104,37.56188785
서울특별시 영등포구 영중로 15,Gate 11번 안쪽,경방타임스퀘어,126.9043784,37.51687231
"서울특별시 강남구 광평로56길 11 (수서동, 수서6단지아파트)",복지관 1층 프로그램실 옆,수서종합사회복지관,127.1047542,37.48749921
서울특별시 광진구 워커힐로 177  (광장동),비스타호텔 3층 피트니스센터 내부,sk네트웍스(주)워커힐,127.1110229,37.55523724
"서울특별시 강남구 도곡로43길 20 (역삼동, 래미안 그레이튼)",206동 1층 계단실,역삼동래미안그레이튼아파트,127.0488505,37.49632699
"서울특별시 광진구 긴고랑로12길 49, 중곡제1동주민센터 (중곡동)",민원실내,중곡1동주민센터,127.0800879,37.56046096
서울특별시 강동구 고덕로80길 111,상일동주민센터,상일동주민센터,127.1670682,37.55198252
"서울특별시 서초구 방배로 173, 방배열린문화센터(방배4동주민센터) 2층 (방배동)",방배보건지소 2층(열린문화센터),서초구보건소,126.9922427,37.48900806
"서울특별시 양천구 지양로 47, 신월문화체육센타 (신월동)",1층 로비 좌측,양천구시설관리공단(신월문화체육센타),126.8350649,37.51985634
서울특별시 동작구 성대로2길 11,4층 헬스장 내,상도스포츠클럽,126.9314045,37.49912625
서울특별시 강서구 하늘길 76,국내선 3층 격리대합실(좌),한국공항공사 서울지역본부,126.7982953,37.56092511
서울특별시 강동구 상암로3길 28,암사제2동주민센터,암사제2동주민센터,127.1272696,37.55170496
"서울특별시 은평구 갈현로7길 49, 서울서북병원 (역촌동)",서북병원 동관 1층(당직실옆),서울특별시서북병원,126.9052264,37.60417904
"서울특별시 중구 새문안로 16, 농협중앙회 중앙본부 사무실 (충정로1가)",본관 지하 4층(화물엘리베이터 앞),농협중앙회,126.9677349,37.56646065
서울특별시 강동구 올림픽로 698,천호제2동주민센터,천호제2동주민센터,127.1254315,37.54345265
"서울특별시 강남구 도곡로43길 20 (역삼동, 래미안 그레이튼)",207동 1층 계단실,역삼동래미안그레이튼아파트,127.0488505,37.49632699
"서울특별시 강남구 영동대로 513, 코엑스 (삼성동)",전시/컨벤션 2층 컨벤션 지원센터,코엑스,127.0591588,37.51182421
서울특별시 광진구 긴고랑로 110,중곡종합건강센터 내,중곡보건지소,127.0870914,37.55933824
서울특별시 광진구 워커힐로 177  (광장동),비스타호텔 보안과 사무실 내,sk네트웍스(주)워커힐,127.1110229,37.55523724
"서울특별시 강동구 성내로 45, 강동구보건소 (성내동)",2층 운동처방실,강동구보건소,127.1255849,37.52954071
서울특별시 동작구 현충로 73,1층로비,흑석체육센터,126.9634452,37.51005364
서울특별시 영등포구 여의대로 38,20층 체력단련실 앞,금융감독원,126.9214217,37.52308261
서울특별시 동대문구 장안벚꽃로 77,1층 로비,동대문구민체육센터,127.0742266,37.56695223
"서울특별시 양천구 목동중앙본로 73, 목동문화체육센터 (목동)",1층 로비 안내데스크 맞은편,양천구시설관리공단(목동문화체육센터),126.8690869,37.54280832
"서울특별시 강남구 도곡로43길 20 (역삼동, 래미안 그레이튼)",204동 1층 계단실,역삼동래미안그레이튼아파트,127.0488505,37.49632699
서울특별시 강동구 풍성로37가길 62,성내제2동주민센터,성내제2동주민센터,127.1295398,37.53242851
"서울특별시 강남구 압구정로33길 48, 압구정동주민센터 (압구정동)",주민센터 민원실 내,압구정동주민센터,127.0306529,37.53061761
"서울특별시 노원구 노원로17길 56, 중계2ㆍ3동주민센터 (중계동)",(중계2.3동) 2층 평생건강관리센터,"중계2,3동주민자치센타",127.0687317,37.64212962
"서울특별시 노원구 화랑로 621, 서울여자대학교 (공릉동)",(공릉2동) 학생누리관 2층 보건실,서울여자대학교,127.0904757,37.62932154
"서울특별시 양천구 목동서로 349, 센트럴프라자 (신정동)",1층 로비 안내데스크 앞쪽,센트럴프라자,126.8653074,37.51740792
서울특별시 강동구 고덕로 285,지하1층 수영장 입구,온조대왕문화체육관,127.1574539,37.55672769
서울특별시 강동구 상암로 168,1층 로비내,강동구민회관,127.1412226,37.54573164
서울특별시 송파구 올림픽로 424 올림픽공원,1층회원안내실,올림픽공원,127.1284298,37.51707219
"서울특별시 강남구 선릉로85길 27, 진선여자중학교 (역삼동)",보건실 앞,진선여자중학교,127.0469707,37.50187577
서울특별시 강동구 상암로 260,명일제2동 주민자치센터,명일제2동주민센터,127.1513498,37.54635867
서울특별시 서초구 헌릉로 260,재활의학과외래,서울특별시어린이병원,127.068817,37.45529216
서울특별시 강동구 구천면로42길 59,천호제1동주민센터,천호제1동주민센터,127.1367994,37.54502047
"서울특별시 성북구 화랑로13길 144, 성북구민체육관 (하월곡동)",1층 입구,성북구민체육관,127.0436632,37.60897686
서울특별시 동작구 사당로8길 9,1층로비,사당문화회관,126.9696122,37.48471641
"서울특별시 중구 동호로 287, 그랜드앰배서더서울 (장충동2가)",1층 로비,그랜드앰배서더서울호텔,127.0023065,37.56015149
서울특별시 동대문구 회기로10길 60,1층 어린이자료실 입구,동대문구정보화도서관,127.0472891,37.58996886
서울특별시 동작구 흑석로 102 중앙대학교병원 (흑석동),중앙관2층 외래수납 앞,중앙대학교병원,126.9604218,37.50603875
서울특별시 서초구 서초중앙로 157 서울고등법원,동관 6층 복지센터,서울고등법원,127.0125352,37.49695068
서울특별시 광진구 워커힐로 177  (광장동),비스타호텔 1층 프론트,sk네트웍스(주)워커힐,127.1110229,37.55523724
"서울특별시 광진구 뚝섬로 568, 자양제3동주민센터 (자양동)",민원실 내,자양3동주민센터,127.072904,37.53383627
서울특별시 송파구 올림픽로 424 올림픽공원,우리금융아트홀 1층 공연장 로비,올림픽공원,127.1284298,37.51707219
"서울특별시 서초구 헌릉로 13, 대한무역투자진흥공사(코트라) (염곡동)",1층 해외진출상담센터 옆,코트라,127.0451987,37.46516822
"서울특별시 강동구 성내로 45, 강동구보건소 (성내동)",1층 내과진료실,강동구보건소,127.1255849,37.52954071
"서울특별시 양천구 목동동로 81, 해누리타운 (신정동)",1층 당직실 내,양천구시설관리공단(해누리타운),126.8638553,37.51597688
"서울특별시 양천구 목동동로 105, 양천구청 (신정동)",1층 로비 중앙안내데스크 우측,양천구청,126.8665425,37.51707565
"서울특별시 강남구 개포로 410, 수도전기공업고등학교 (개포동)",일층현관,수도전기공업고등학교,127.063905,37.48542387
서울특별시 광진구 워커힐로 177  (광장동),그랜드워커힐호텔 본관 B2 보안과,sk네트웍스(주)워커힐,127.1110229,37.55523724
"서울특별시 은평구 갈현로7길 49, 서울서북병원 (역촌동)",서북병원 본관 1층,서울특별시서북병원,126.9052264,37.60417904
서울특별시 영등포구 여의대방로 259,1층 로비,공군회관,126.9230146,37.50751053
"서울특별시 중구 소파로2길 7, 리라초등학교 (예장동)",2층 행정실,리라초등학교,126.9879797,37.55781793
서울특별시 송파구 백제고분로32길 35,1층현관 좌측,삼전종합사회복지관,127.0950071,37.49922717
"서울특별시 노원구 덕릉로 859, 상계3.4동주민센터 (상계동)","(상계3,4동) 1층 민원실 상담실","상계3,4동주민센타",127.0832368,37.67291191
"서울특별시 서초구 서초중앙로 188 (서초동, 아크로비스타)",스포츠센터 지하 1층,아크로비스타생활지원센터,127.0129349,37.4990579
